noc,noc_title,onet,onet_title
3132,3132 Dietitians and nutritionists,29-1031.00,Dietitians and Nutritionists
3141,3141 Audiologists and speech-language pathologists,29-1181.00,Audiologists
3141,3141 Audiologists and speech-language pathologists,29-1127.00,Speech-Language Pathologists
3142,3142 Physiotherapists,29-1123.00,Physical Therapists
3143,3143 Occupational therapists,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
3143,3143 Occupational therapists,29-1122.00,Occupational Therapists
3144,3144 Other professional occupations in therapy and assessment,29-1125.01,Art Therapists
3144,3144 Other professional occupations in therapy and assessment,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
3144,3144 Other professional occupations in therapy and assessment,29-1125.02,Music Therapists
3144,3144 Other professional occupations in therapy and assessment,29-1125.00,Recreational Therapists
3211,3211 Medical laboratory technologists,29-2011.01,Cytogenetic Technologists
3211,3211 Medical laboratory technologists,29-2011.02,Cytotechnologists
3211,3211 Medical laboratory technologists,29-2011.03,Histotechnologists and Histologic Technicians
3212,3212 Medical laboratory technicians and pathologists' assistants,29-2012.00,Medical and Clinical Laboratory Technicians
3212,3212 Medical laboratory technicians and pathologists' assistants,31-9097.00,Phlebotomists
3213,3213 Animal health technologists and veterinary technicians,29-2056.00,Veterinary Technologists and Technicians
3214,"3214 Respiratory therapists, clinical perfusionists and cardiopulmonary technologists",29-1126.00,Respiratory Therapists
3215,3215 Medical radiation technologists,29-2034.00,Radiologic Technologists
3216,3216 Medical sonographers,29-2032.00,Diagnostic Medical Sonographers
3217,"3217 Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.",29-2031.00,Cardiovascular Technologists and Technicians
3219,3219 Other medical technologists and technicians (except dental health),51-9082.00,Medical Appliance Technicians
3219,3219 Other medical technologists and technicians (except dental health),29-2091.00,Orthotists and Prosthetists
3221,3221 Denturists,29-1021.00,"Dentists, General"
3222,3222 Dental hygienists and dental therapists,29-2021.00,Dental Hygienists
3223,"3223 Dental technologists, technicians and laboratory assistants",51-9081.00,Dental Laboratory Technicians
3231,3231 Opticians,29-2081.00,"Opticians, Dispensing"
3232,3232 Practitioners of natural healing,29-1199.01,Acupuncturists
3232,3232 Practitioners of natural healing,29-1199.04,Naturopathic Physicians
3233,3233 Licensed practical nurses,29-2061.00,Licensed Practical and Licensed Vocational Nurses
3234,3234 Paramedical occupations,29-2041.00,Emergency Medical Technicians and Paramedics
3236,3236 Massage therapists,31-9011.00,Massage Therapists
3237,3237 Other technical occupations in therapy and assessment,29-9099.00,"Healthcare Practitioners and Technical Workers, All Other"
3237,3237 Other technical occupations in therapy and assessment,29-2092.00,Hearing Aid Specialists
3237,3237 Other technical occupations in therapy and assessment,31-2022.00,Physical Therapist Aides
3237,3237 Other technical occupations in therapy and assessment,31-2021.00,Physical Therapist Assistants
3237,3237 Other technical occupations in therapy and assessment,31-9099.01,Speech-Language Pathology Assistants
3411,3411 Dental assistants,31-9091.00,Dental Assistants
3413,"3413 Nurse aides, orderlies and patient service associates",31-9092.00,Medical Assistants
3413,"3413 Nurse aides, orderlies and patient service associates",31-1014.00,Nursing Assistants
3413,"3413 Nurse aides, orderlies and patient service associates",31-1015.00,Orderlies
3413,"3413 Nurse aides, orderlies and patient service associates",43-4051.03,Patient Representatives
3413,"3413 Nurse aides, orderlies and patient service associates",39-9021.00,Personal Care Aides
3413,"3413 Nurse aides, orderlies and patient service associates",31-1013.00,Psychiatric Aides
3414,3414 Other assisting occupations in support of health services,29-1199.01,Acupuncturists
3414,3414 Other assisting occupations in support of health services,31-9099.00,"Healthcare Support Workers, All Other"
3414,3414 Other assisting occupations in support of health services,31-9092.00,Medical Assistants
3414,3414 Other assisting occupations in support of health services,31-9093.00,Medical Equipment Preparers
3414,3414 Other assisting occupations in support of health services,31-2012.00,Occupational Therapy Aides
3414,3414 Other assisting occupations in support of health services,51-9083.00,Ophthalmic Laboratory Technicians
3414,3414 Other assisting occupations in support of health services,31-9095.00,Pharmacy Aides
4011,4011 University professors and lecturers,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1031.00,"Architecture Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1042.00,"Biological Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1011.00,"Business Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1052.00,"Chemistry Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1122.00,"Communications Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1021.00,"Computer Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1063.00,"Economics Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1081.00,"Education Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1032.00,"Engineering Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1123.00,"English Language and Literature Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1053.00,"Environmental Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1064.00,"Geography Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1071.00,"Health Specialties Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1125.00,"History Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1192.00,"Home Economics Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1112.00,"Law Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1082.00,"Library Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1022.00,"Mathematical Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1054.00,"Physics Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1065.00,"Political Science Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1066.00,"Psychology Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1113.00,"Social Work Teachers, Postsecondary"
4011,4011 University professors and lecturers,25-1067.00,"Sociology Teachers, Postsecondary"
4012,4012 Post-secondary teaching and research assistants,25-1191.00,Graduate Teaching Assistants
4012,4012 Post-secondary teaching and research assistants,19-4061.00,Social Science Research Assistants
4021,4021 College and other vocational instructors,25-1041.00,"Agricultural Sciences Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1031.00,"Architecture Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1042.00,"Biological Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1011.00,"Business Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1052.00,"Chemistry Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1122.00,"Communications Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1021.00,"Computer Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1063.00,"Economics Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1081.00,"Education Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1032.00,"Engineering Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1123.00,"English Language and Literature Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1053.00,"Environmental Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1064.00,"Geography Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1071.00,"Health Specialties Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1125.00,"History Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1192.00,"Home Economics Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1112.00,"Law Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1082.00,"Library Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1022.00,"Mathematical Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1072.00,"Nursing Instructors and Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1126.00,"Philosophy and Religion Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1054.00,"Physics Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1065.00,"Political Science Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1066.00,"Psychology Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1113.00,"Social Work Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1067.00,"Sociology Teachers, Postsecondary"
4021,4021 College and other vocational instructors,25-1194.00,"Vocational Education Teachers, Postsecondary"
4031,4031 Secondary school teachers,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education"
4032,4032 Elementary school and kindergarten teachers,25-2021.00,"Elementary School Teachers, Except Special Education"
4033,4033 Educational counsellors,21-1012.00,"Educational, Guidance, School, and Vocational Counselors"
4111,4111 Judges,23-1023.00,"Judges, Magistrate Judges, and Magistrates"
4112,4112 Lawyers and Quebec notaries,23-1011.00,Lawyers
4151,4151 Psychologists,19-3031.02,Clinical Psychologists
4151,4151 Psychologists,19-3031.00,"Clinical, Counseling, and School Psychologists"
4151,4151 Psychologists,19-3031.03,Counseling Psychologists
4151,4151 Psychologists,19-3032.00,Industrial-Organizational Psychologists
4151,4151 Psychologists,19-3039.01,Neuropsychologists and Clinical Neuropsychologists
4151,4151 Psychologists,19-3039.00,"Psychologists, All Other"
4151,4151 Psychologists,19-3031.01,School Psychologists
4152,4152 Social workers,21-1021.00,"Child, Family, and School Social Workers"
4152,4152 Social workers,21-1022.00,Healthcare Social Workers
4152,4152 Social workers,21-1023.00,Mental Health and Substance Abuse Social Workers
4153,"4153 Family, marriage and other related counsellors",21-1021.00,"Child, Family, and School Social Workers"
4153,"4153 Family, marriage and other related counsellors",29-9092.00,Genetic Counselors
4153,"4153 Family, marriage and other related counsellors",21-1013.00,Marriage and Family Therapists
4154,4154 Professional occupations in religion,21-2011.00,Clergy
4155,4155 Probation and parole officers and related occupations,21-1092.00,Probation Officers and Correctional Treatment Specialists
4156,4156 Employment counsellors,21-1012.00,"Educational, Guidance, School, and Vocational Counselors"
4161,"4161 Natural and applied science policy researchers, consultants and program officers",13-1199.01,Energy Auditors
4161,"4161 Natural and applied science policy researchers, consultants and program officers",17-2112.01,Human Factors Engineers and Ergonomists
4161,"4161 Natural and applied science policy researchers, consultants and program officers",19-2041.03,Industrial Ecologists
4161,"4161 Natural and applied science policy researchers, consultants and program officers",13-1199.05,Sustainability Specialists
4162,4162 Economists and economic policy researchers and analysts,19-3011.00,Economists
4162,4162 Economists and economic policy researchers and analysts,19-3011.01,Environmental Economists
4162,4162 Economists and economic policy researchers and analysts,13-2099.02,Risk Management Specialists
4163,4163 Business development officers and marketing researchers and consultants,13-1161.00,Market Research Analysts and Marketing Specialists
4164,"4164 Social policy researchers, consultants and program officers",13-1041.03,Equal Opportunity Representatives and Officers
4164,"4164 Social policy researchers, consultants and program officers",19-4061.00,Social Science Research Assistants
4165,"4165 Health policy researchers, consultants and program officers",15-2041.02,Clinical Data Managers
4165,"4165 Health policy researchers, consultants and program officers",13-1041.06,Coroners
4166,"4166 Education policy researchers, consultants and program officers",25-9031.00,Instructional Coordinators
4167,"4167 Recreation, sports and fitness policy researchers, consultants and program officers",19-4061.00,Social Science Research Assistants
4168,4168 Program officers unique to government,43-4061.00,"Eligibility Interviewers, Government Programs"
4169,"4169 Other professional occupations in social science, n.e.c.",19-3099.00,"Social Scientists and Related Workers, All Other"
4211,4211 Paralegal and related occupations,23-2011.00,Paralegals and Legal Assistants
4212,4212 Social and community service workers,21-1021.00,"Child, Family, and School Social Workers"
4212,4212 Social and community service workers,21-1023.00,Mental Health and Substance Abuse Social Workers
4212,4212 Social and community service workers,39-9041.00,Residential Advisors
4214,4214 Early childhood educators and assistants,25-2011.00,"Preschool Teachers, Except Special Education"
4215,4215 Instructors of persons with disabilities,25-2059.01,Adapted Physical Education Specialists
4215,4215 Instructors of persons with disabilities,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
4215,4215 Instructors of persons with disabilities,25-2059.00,"Special Education Teachers, All Other"
4215,4215 Instructors of persons with disabilities,25-2052.00,"Special Education Teachers, Kindergarten and Elementary School"
4215,4215 Instructors of persons with disabilities,25-2053.00,"Special Education Teachers, Middle School"
4215,4215 Instructors of persons with disabilities,25-2051.00,"Special Education Teachers, Preschool"
4215,4215 Instructors of persons with disabilities,25-2054.00,"Special Education Teachers, Secondary School"
4216,4216 Other instructors,25-3021.00,Self-Enrichment Education Teachers
4216,4216 Other instructors,25-3099.02,Tutors
4216,4216 Other instructors,25-1194.00,"Vocational Education Teachers, Postsecondary"
4217,4217 Other religious occupations,21-2099.00,"Religious Workers, All Other"
4311,4311 Police officers (except commissioned),33-1012.00,First-Line Supervisors of Police and Detectives
4311,4311 Police officers (except commissioned),33-3051.00,Police and Sheriff's Patrol Officers
4311,4311 Police officers (except commissioned),33-3051.01,Police Patrol Officers
4312,4312 Firefighters,33-2011.00,Firefighters
4312,4312 Firefighters,33-2011.02,Forest Firefighters
4312,4312 Firefighters,33-2011.01,Municipal Firefighters
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3011.00,Air Crew Members
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3012.00,Aircraft Launch and Recovery Specialists
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3013.00,Armored Assault Vehicle Crew Members
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3014.00,Artillery and Missile Crew Members
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3015.00,Command and Control Center Specialists
4313,4313 Non-commissioned ranks of the Canadian Forces,55-2011.00,First-Line Supervisors of Air Crew Members
4313,4313 Non-commissioned ranks of the Canadian Forces,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists
4313,4313 Non-commissioned ranks of the Canadian Forces,55-2012.00,First-Line Supervisors of Weapons Specialists/Crew Members
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3016.00,Infantry
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3019.00,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
4313,4313 Non-commissioned ranks of the Canadian Forces,55-3018.00,Special Forces
4411,4411 Home child care providers,39-9011.00,Childcare Workers
4411,4411 Home child care providers,39-9011.01,Nannies
4412,"4412 Home support workers, housekeepers and related occupations",39-9021.00,Personal Care Aides
4413,4413 Elementary and secondary school teacher assistants,25-9041.00,Teacher Assistants
4421,4421 Sheriffs and bailiffs,33-3011.00,Bailiffs
4421,4421 Sheriffs and bailiffs,33-3051.03,Sheriffs and Deputy Sheriffs
4422,4422 Correctional service officers,33-3012.00,Correctional Officers and Jailers
4423,"4423 By-law enforcement and other regulatory officers, n.e.c.",33-9011.00,Animal Control Workers
4423,"4423 By-law enforcement and other regulatory officers, n.e.c.",13-1041.04,Government Property Inspectors and Investigators
4423,"4423 By-law enforcement and other regulatory officers, n.e.c.",13-1041.02,Licensing Examiners and Inspectors
4423,"4423 By-law enforcement and other regulatory officers, n.e.c.",33-3041.00,Parking Enforcement Workers
5111,5111 Librarians,25-4021.00,Librarians
5112,5112 Conservators and curators,25-4012.00,Curators
5112,5112 Conservators and curators,25-4013.00,Museum Technicians and Conservators
5113,5113 Archivists,25-4011.00,Archivists
5121,5121 Authors and writers,27-3043.04,Copy Writers
5121,5121 Authors and writers,27-3043.05,"Poets, Lyricists and Creative Writers"
5121,5121 Authors and writers,27-3043.00,Writers and Authors
5122,5122 Editors,27-3041.00,Editors
5123,5123 Journalists,27-3022.00,Reporters and Correspondents
5125,"5125 Translators, terminologists and interpreters",27-3091.00,Interpreters and Translators
5131,"5131 Producers, directors, choreographers and related occupations",27-2032.00,Choreographers
5131,"5131 Producers, directors, choreographers and related occupations",27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio"
5131,"5131 Producers, directors, choreographers and related occupations",27-2012.01,Producers
5131,"5131 Producers, directors, choreographers and related occupations",27-2012.00,Producers and Directors
5131,"5131 Producers, directors, choreographers and related occupations",27-2012.04,Talent Directors
5131,"5131 Producers, directors, choreographers and related occupations",27-2012.05,Technical Directors/Managers
5132,"5132 Conductors, composers and arrangers",27-2041.04,Music Composers and Arrangers
5132,"5132 Conductors, composers and arrangers",27-2041.01,Music Directors
5132,"5132 Conductors, composers and arrangers",27-2041.00,Music Directors and Composers
5132,"5132 Conductors, composers and arrangers",27-3043.05,"Poets, Lyricists and Creative Writers"
5133,5133 Musicians and singers,27-2042.00,Musicians and Singers
5133,5133 Musicians and singers,27-2042.02,"Musicians, Instrumental"
5133,5133 Musicians and singers,27-2042.01,Singers
5134,5134 Dancers,27-2031.00,Dancers
5135,5135 Actors and comedians,27-2011.00,Actors
5136,"5136 Painters, sculptors and other visual artists",27-1019.00,"Artists and Related Workers, All Other"
5136,"5136 Painters, sculptors and other visual artists",27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
5211,5211 Library and public archive technicians,25-4031.00,Library Technicians
5212,5212 Technical occupations related to museums and art galleries,25-4013.00,Museum Technicians and Conservators
5221,5221 Photographers,27-4021.00,Photographers
5222,5222 Film and video camera operators,27-4031.00,"Camera Operators, Television, Video, and Motion Picture"
5223,5223 Graphic arts technicians,43-9071.00,"Office Machine Operators, Except Computer"
5223,5223 Graphic arts technicians,15-1199.11,Video Game Designers
5224,5224 Broadcast technicians,27-4012.00,Broadcast Technicians
5225,5225 Audio and video recording technicians,27-4011.00,Audio and Video Equipment Technicians
5225,5225 Audio and video recording technicians,27-4014.00,Sound Engineering Technicians
5226,"5226 Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",39-3092.00,Costume Attendants
5226,"5226 Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",39-5091.00,"Makeup Artists, Theatrical and Performance"
5226,"5226 Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",27-4099.00,"Media and Communication Equipment Workers, All Other"
5226,"5226 Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",27-3099.00,"Media and Communication Workers, All Other"
5227,"5227 Support occupations in motion pictures, broadcasting, photography and the performing arts",27-4031.00,"Camera Operators, Television, Video, and Motion Picture"
5227,"5227 Support occupations in motion pictures, broadcasting, photography and the performing arts",39-3092.00,Costume Attendants
5227,"5227 Support occupations in motion pictures, broadcasting, photography and the performing arts",27-4099.00,"Media and Communication Equipment Workers, All Other"
5227,"5227 Support occupations in motion pictures, broadcasting, photography and the performing arts",27-3099.00,"Media and Communication Workers, All Other"
5227,"5227 Support occupations in motion pictures, broadcasting, photography and the performing arts",39-3021.00,Motion Picture Projectionists
5227,"5227 Support occupations in motion pictures, broadcasting, photography and the performing arts",49-9096.00,Riggers
5231,5231 Announcers and other broadcasters,27-3011.00,Radio and Television Announcers
5232,"5232 Other performers, n.e.c.",27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other"
5232,"5232 Other performers, n.e.c.",41-9012.00,Models
5241,5241 Graphic designers and illustrators,27-1024.00,Graphic Designers
5241,5241 Graphic designers and illustrators,27-1014.00,Multimedia Artists and Animators
5242,5242 Interior designers and interior decorators,27-1025.00,Interior Designers
5243,"5243 Theatre, fashion, exhibit and other creative designers",27-1022.00,Fashion Designers
5243,"5243 Theatre, fashion, exhibit and other creative designers",27-1027.00,Set and Exhibit Designers
5244,5244 Artisans and craftspersons,27-1012.00,Craft Artists
5244,5244 Artisans and craftspersons,51-9194.00,Etchers and Engravers
9413,9413 Glass forming and finishing machine operators and glass cutters,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
5244,5244 Artisans and craftspersons,51-9071.00,Jewelers and Precious Stone and Metal Workers
9412,9412 Foundry workers,51-9195.07,Molding and Casting Workers
9414,"9414 Concrete, clay and stone forming operators",51-9195.07,Molding and Casting Workers
9422,9422 Plastics processing machine operators,51-9195.07,Molding and Casting Workers
9437,9437 Woodworking machine operators,51-9195.07,Molding and Casting Workers
5244,5244 Artisans and craftspersons,51-9071.07,Precious Metal Workers
5245,"5245 Patternmakers - textile, leather and fur products",51-6092.00,Fabric and Apparel Patternmakers
5251,5251 Athletes,27-2021.00,Athletes and Sports Competitors
5251,5251 Athletes,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other"
5252,5252 Coaches,27-2022.00,Coaches and Scouts
5253,5253 Sports officials and referees,27-2023.00,"Umpires, Referees, and Other Sports Officials"
5254,"5254 Program leaders and instructors in recreation, sport and fitness",39-9031.00,Fitness Trainers and Aerobics Instructors
5254,"5254 Program leaders and instructors in recreation, sport and fitness",33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
6211,6211 Retail sales supervisors,41-1011.00,First-Line Supervisors of Retail Sales Workers
6221,6221 Technical sales specialists - wholesale trade,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
6221,6221 Technical sales specialists - wholesale trade,41-4011.07,Solar Sales Representatives and Assessors
6222,6222 Retail and wholesale buyers,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
6231,6231 Insurance agents and brokers,41-3021.00,Insurance Sales Agents
6232,6232 Real estate agents and salespersons,41-9022.00,Real Estate Sales Agents
6235,6235 Financial sales representatives,41-3031.02,"Sales Agents, Financial Services"
6235,6235 Financial sales representatives,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents"
6311,6311 Food service supervisors,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
6312,6312 Executive housekeepers,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
6313,"6313 Accommodation, travel, tourism and related services supervisors",39-7012.00,Travel Guides
6314,6314 Customer and information services supervisors,39-1021.00,First-Line Supervisors of Personal Service Workers
6315,6315 Cleaning supervisors,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
6316,6316 Other services supervisors,39-1021.00,First-Line Supervisors of Personal Service Workers
6321,6321 Chefs,35-1011.00,Chefs and Head Cooks
6322,6322 Cooks,35-2012.00,"Cooks, Institution and Cafeteria"
6331,"6331 Butchers, meat cutters and fishmongers - retail and wholesale",51-3021.00,Butchers and Meat Cutters
6332,6332 Bakers,51-3011.00,Bakers
6341,6341 Hairstylists and barbers,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
6342,"6342 Tailors, dressmakers, furriers and milliners",51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
6343,6343 Shoe repairers and shoemakers,51-6041.00,Shoe and Leather Workers and Repairers
6344,"6344 Jewellers, jewellery and watch repairers and related occupations",51-9071.06,Gem and Diamond Workers
6344,"6344 Jewellers, jewellery and watch repairers and related occupations",51-9071.01,Jewelers
6344,"6344 Jewellers, jewellery and watch repairers and related occupations",51-9071.00,Jewelers and Precious Stone and Metal Workers
6344,"6344 Jewellers, jewellery and watch repairers and related occupations",51-9071.07,Precious Metal Workers
6344,"6344 Jewellers, jewellery and watch repairers and related occupations",51-2093.00,Timing Device Assemblers and Adjusters
6345,6345 Upholsterers,51-6093.00,Upholsterers
6346,6346 Funeral directors and embalmers,39-4011.00,Embalmers
6346,6346 Funeral directors and embalmers,39-4031.00,"Morticians, Undertakers, and Funeral Directors"
6411,6411 Sales and account representatives - wholesale trade (non-technical),41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
6421,6421 Retail salespersons,41-2021.00,Counter and Rental Clerks
6421,6421 Retail salespersons,41-2031.00,Retail Salespersons
NA,NA,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
6511,6511 Ma�tres d'h�tel and hosts/hostesses,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
6512,6512 Bartenders,35-3011.00,Bartenders
6513,6513 Food and beverage servers,35-3031.00,Waiters and Waitresses
6521,6521 Travel counsellors,41-3041.00,Travel Agents
6522,6522 Pursers and flight attendants,53-2031.00,Flight Attendants
6523,6523 Airline ticket and service agents,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
6524,"6524 Ground and water transport ticket agents, cargo service representatives and related clerks",43-5011.00,Cargo and Freight Agents
6524,"6524 Ground and water transport ticket agents, cargo service representatives and related clerks",43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
6525,6525 Hotel front desk clerks,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
6531,6531 Tour and travel guides,39-7011.00,Tour Guides and Escorts
6532,6532 Outdoor sport and recreational guides,39-9032.00,Recreation Workers
6533,6533 Casino occupations,43-3041.00,Gaming Cage Workers
6533,6533 Casino occupations,41-2012.00,Gaming Change Persons and Booth Cashiers
6533,6533 Casino occupations,39-3011.00,Gaming Dealers
6533,6533 Casino occupations,39-1012.00,Slot Supervisors
6541,6541 Security guards and related security service occupations,33-9091.00,Crossing Guards
6541,6541 Security guards and related security service occupations,11-9199.08,Loss Prevention Managers
6541,6541 Security guards and related security service occupations,33-9032.00,Security Guards
6541,6541 Security guards and related security service occupations,13-1199.02,Security Management Specialists
6551,6551 Customer services representatives - financial institutions,43-4051.00,Customer Service Representatives
6552,6552 Other customer and information services representatives,43-4051.00,Customer Service Representatives
6561,"6561 Image, social and other personal consultants",39-1021.00,First-Line Supervisors of Personal Service Workers
6561,"6561 Image, social and other personal consultants",39-5093.00,Shampooers
6562,"6562 Estheticians, electrologists and related occupations",39-1021.00,First-Line Supervisors of Personal Service Workers
6562,"6562 Estheticians, electrologists and related occupations",39-5092.00,Manicurists and Pedicurists
6562,"6562 Estheticians, electrologists and related occupations",39-5093.00,Shampooers
6562,"6562 Estheticians, electrologists and related occupations",39-5094.00,Skincare Specialists
6563,6563 Pet groomers and animal care workers,39-2011.00,Animal Trainers
6563,6563 Pet groomers and animal care workers,39-2021.00,Nonfarm Animal Caretakers
6564,6564 Other personal service occupations,39-1021.00,First-Line Supervisors of Personal Service Workers
6564,6564 Other personal service occupations,39-9099.00,"Personal Care and Service Workers, All Other"
6611,6611 Cashiers,41-2011.00,Cashiers
6621,6621 Service station attendants,53-7071.00,Gas Compressor and Gas Pumping Station Operators
6622,"6622 Store shelf stockers, clerks and order fillers",43-5081.02,Marking Clerks
6622,"6622 Store shelf stockers, clerks and order fillers",43-5081.04,"Order Fillers, Wholesale and Retail Sales"
